1,1162
2,1105
3,1035
4,1076
5,1170
6,1064
7,1011
8,1055
9,1171
10,1184
11,1042
12,1124
13,1150
14,1164
15,1218
16,1120
17,1210
18,1115
19,1079
20,1168
21,1228
22,1093
23,1194
24,1137
25,1138
26,1120
27,1077
28,1004
29,1176
30,1015
31,1103
32,1201
33,1146
34,1005
35,1230
36,1096
37,1244
38,1011
39,1022
40,1127
41,1168
42,1166
43,1108
44,1140
45,1102
46,1022
47,1114
48,1014
49,1252
50,1168
51,1017
52,1074
53,1236
54,1142
55,1193
56,1129
57,1234
58,1101
59,1086
60,1071
61,1079
62,1010
63,1014
64,1198
65,1179
66,1099
67,1024
68,1041
69,1212
70,1102
71,1080
72,1193
73,1101
74,1157
75,1196
76,1239
77,1006
78,1018
79,1139
80,1101
81,1062
82,1077
83,1149
84,1188
85,1013
86,1026
87,1196
88,1048
89,1007
90,1071
91,1170
92,1099
93,1031
94,1203
95,1241
96,1045
97,1048
98,1161
99,1225
100,1227
101,1010
102,1122
103,1003
104,1080
105,1111
106,1149
107,1212
108,1029
109,1156
110,1021
111,1156
112,1111
113,1047
114,1132
115,1081
116,1169
117,1244
118,1247
119,1253
120,1083
121,1141
122,1137
123,1228
124,1232
125,1213
126,1139
127,1108
128,1097
129,1086
130,1202
131,1019
132,1028
133,1233
134,1255
135,1070
136,1245
137,1174
138,1154
139,1186
140,1145
141,1102
142,1117
143,1037
144,1157
145,1050
146,1177
147,1118
148,1099
149,1252
150,1158
151,1091
152,1212
153,1115
154,1030
155,1215
156,1012
157,1248
158,1160
159,1234
160,1142
161,1155
162,1030
163,1160
164,1171
165,1093
166,1003
167,1011
168,1038
169,1186
170,1228
171,1200
172,1240
173,1197
174,1098
175,1115
176,1213
177,1217
178,1176
179,1081
180,1058
181,1132
182,1104
183,1230
184,1124
185,1253
186,1216
187,1202
188,1244
189,1248
190,1096
191,1179
192,1232
193,1235
194,1249
195,1076
196,1212
197,1174
198,1066
199,1079
200,1047
201,1172
202,1228
203,1043
204,1038
205,1182
206,1244
207,1030
208,1028
209,1238
210,1134
211,1192
212,1072
213,1214
214,1040
215,1255
216,1090
217,1031
218,1031
219,1173
220,1012
221,1121
222,1119
223,1017
224,1064
225,1045
226,1053
227,1245
228,1211
229,1012
230,1034
231,1015
232,1116
233,1061
234,1014
235,1118
236,1140
237,1030
238,1253
239,1252
240,1021
241,1070
242,1173
243,1203
244,1212
245,1195
246,1110
247,1109
248,1086
