1,144
2,144
3,154
4,130
5,137
6,132
7,144
8,147
9,130
10,133
11,144
12,144
13,134
14,135
15,135
16,143
17,154
18,147
19,130
20,141
21,141
22,132
23,141
24,148
25,139
26,148
27,144
28,148
29,156
30,147
31,132
32,155
33,153
34,145
35,149
36,139
37,149
38,143
39,153
40,136
41,139
42,131
43,156
44,147
45,153
46,150
47,137
48,134
49,151
50,144
51,140
52,138
53,133
54,130
55,154
56,147
57,137
58,145
59,142
60,136
61,139
62,132
63,143
64,146
65,137
66,147
67,136
68,141
69,156
70,140
71,156
72,138
73,155
74,137
75,131
76,148
77,147
78,148
79,149
80,152
81,134
82,146
83,133
84,156
85,143
86,133
87,146
88,138
89,152
90,149
91,139
92,143
93,130
94,149
95,151
96,140
97,149
98,150
99,154
100,147
101,152
102,136
103,130
104,133
105,150
106,141
107,153
108,135
109,132
110,155
111,133
112,154
113,154
114,130
115,155
116,142
117,135
118,146
119,135
120,147
121,153
122,141
123,143
124,148
125,144
126,152
127,153
128,136
129,134
130,160
131,165
132,160
133,157
134,157
135,157
136,161
137,161
138,160
139,162
140,159
141,157
142,163
143,159
144,157
145,160
146,162
147,162
148,160
149,157
150,160
151,158
152,162
153,159
154,163
155,165
156,164
157,168
158,168
159,168
160,168
161,167
162,167
163,168
164,166
165,166
